DICOMMergeFieldID,MergeFieldID,DICOMSRTemplateID,Name,Description,IsActive,ValueXPath,UnitsXPath,FindingSite,Property,Modifier,HasOBContext,HasLateralityContext
1,300010,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION METHOD OF DISKS BIPLANE 2D MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION METHOD OF DISKS BIPLANE 2D MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125207']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125207']/../../unit,Left Ventricle,,,0,0
1,300011,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION CUBE METHOD 2D MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION CUBE METHOD 2D MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125206']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125206']/../../unit,Left Ventricle,,,0,0
1,300012,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION CUBE METHOD M MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION CUBE METHOD M MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-0394']/../../item/concept[@codValue='G-C036']/../value[@codValue='125206']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-0394']/../../item/concept[@codValue='G-C036']/../value[@codValue='125206']/../../unit,Left Ventricle,,,0,0
1,300013,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION SINGLE PLANE ELLIPSE 2D MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION SINGLE PLANE ELLIPSE 2D MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125226']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125226']/../../unit,Left Ventricle,,,0,0
1,300014,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION TEICHHOLZ 2D MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION TEICHHOLZ 2D MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125209']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='G-C036']/../value[@codValue='125209']/../../unit,Left Ventricle,,,0,0
1,300015,1, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION TEICHHOLZ M MODE, LEFT VENTRICLE LEFT VENTRICULAR EJECTION FRACTION LEFT VENTRICULAR EJECTION FRACTION TEICHHOLZ M MODE,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-0394']/../../item/concept[@codValue='G-C036']/../value[@codValue='125209']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18043-0']/../item/concept[@codValue='G-0373']/../value[@codValue='G-0394']/../../item/concept[@codValue='G-C036']/../value[@codValue='125209']/../../unit,Left Ventricle,,,0,0
1,300016,1, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE APICAL TWO CHAMBER MOST RECENT VALUE CHOSEN, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE APICAL TWO CHAMBER MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='111031']/../value[@codValue='G-A19B']/../../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='111031']/../value[@codValue='G-A19B']/../../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Left Ventricle,,,0,0
1,300017,1, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE APICAL FOUR CHAMBER MOST RECENT VALUE CHOSEN, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE APICAL FOUR CHAMBER MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='111031']/../value[@codValue='G-A19C']/../../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='111031']/../value[@codValue='G-A19C']/../../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Left Ventricle,,,0,0
1,300018,1, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE MOST RECENT VALUE CHOSEN, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB A2DQ QLAB AEF FAC METHOD END DIASTOLE 2D MODE MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='G-0373']/../value[@codValue='G-03A2']/../../item/concept[@codValue='R-4089A']/../value[@codValue='F-32011']/../../item/concept[@codValue='G-C036-99']/../value[@codValue='C99-12228-05']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-09']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Left Ventricle,,,0,0
1,300019,1, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB 3DQ 3D MODE MOST RECENT VALUE CHOSEN, LEFT VENTRICLE LEFT VENTRICULAR END DIASTOLIC VOLUME LEFT VENTRICULAR END DIASTOLIC VOLUME QLAB 3DQ 3D MODE MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='G-0373']/../value[@codValue='T12224-01']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-06']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125200']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-32600']/../../item/concept[@codValue='125007']/../item/concept[@codValue='18026-5']/../item/concept[@codValue='G-0373']/../value[@codValue='T12224-01']/../../item/concept[@codValue='G-C036']/../value[@codValue='C12228-06']/../../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Left Ventricle,,,0,0
